Datum,Celkový počet,Tržba
2024-01-01,182,15068.0
2024-01-02,450,39360.0
2024-01-03,395,31127.0
2024-01-04,377,30142.0
2024-01-05,438,37586.0
2024-01-06,495,42472.0
2024-01-07,468,41188.0
2024-01-08,246,20594.0
2024-01-09,352,29396.0
2024-01-10,338,28822.0
2024-01-11,355,29990.0
2024-01-12,430,35864.0
2024-01-13,467,41605.0
2024-01-14,486,43310.0
2024-01-15,294,24337.0
2024-01-16,374,30386.0
2024-01-17,326,24508.0
2024-01-18,342,28519.0
2024-01-19,355,29655.0
2024-01-20,431,38619.0
2024-01-21,504,44526.0
2024-01-22,257,20811.0
2024-01-23,338,27062.0
2024-01-24,396,33108.0
2024-01-25,408,33767.0
2024-01-26,406,32854.0
2024-01-27,385,33644.0
2024-01-28,501,44611.0
2024-01-29,259,21728.0
2024-01-30,367,30012.0
2024-01-31,352,28592.0
2024-02-01,316,25131.0
2024-02-02,453,36907.0
2024-02-03,435,36666.0
2024-02-04,518,45411.0
2024-02-05,282,22168.0
2024-02-06,395,30783.0
2024-02-07,427,34027.0
2024-02-08,420,32174.0
2024-02-09,452,36753.0
2024-02-10,453,37736.0
2024-02-11,560,50599.0
2024-02-12,304,23643.0
2024-02-13,410,31853.0
2024-02-14,398,30277.0
2024-02-15,407,29321.0
2024-02-16,429,34657.0
2024-02-17,438,38192.0
2024-02-18,550,46161.0
2024-02-19,265,18922.0
2024-02-20,438,32159.0
2024-02-21,416,32391.0
2024-02-22,422,32084.0
2024-02-23,437,35424.0
2024-02-24,396,33498.0
2024-02-25,441,36952.0
2024-02-26,300,23067.0
2024-02-27,426,29930.0
2024-02-28,410,29837.0
2024-02-29,383,27868.0
2024-03-01,347,28552.0
2024-03-02,372,31625.0
2024-03-03,374,31168.0
2024-03-04,210,17090.0
2024-03-05,352,28930.0
2024-03-06,363,27845.0
2024-03-07,306,26099.0
2024-03-08,366,29179.0
2024-03-09,404,34302.0
2024-03-10,437,36084.0
2024-03-11,261,20140.5
2024-03-12,378,30842.0
2024-03-13,388,31239.0
2024-03-14,220,15733.0
2024-03-15,,
2024-03-16,,
2024-03-17,210,19991.0
2024-03-18,267,21016.0
2024-03-19,352,28183.5
2024-03-20,337,27125.0
2024-03-21,312,24644.0
2024-03-22,298,22117.0
2024-03-23,317,25804.0
2024-03-24,446,36535.0
2024-03-25,292,23314.0
2024-03-26,314,24216.0
2024-03-27,349,27016.0
2024-03-28,317,27405.0
2024-03-29,250,20309.0
2024-03-30,318,26171.0
2024-03-31,286,22617.0
2024-04-01,128,10517.0
2024-04-02,254,18012.0
2024-04-03,332,26316.0
2024-04-04,299,23576.0
2024-04-05,247,19836.0
2024-04-06,305,25989.0
2024-04-07,433,38001.0
2024-04-08,221,16620.0
2024-04-09,295,22506.0
2024-04-10,305,24217.0
2024-04-11,279,22020.0
2024-04-12,271,21189.0
2024-04-13,314,26468.0
2024-04-14,361,30286.0
2024-04-15,248,18633.0
2024-04-16,284,22786.0
2024-04-17,317,25570.0
2024-04-18,312,24004.5
2024-04-19,331,27552.0
2024-04-20,425,36628.0
2024-04-21,402,33495.0
2024-04-22,222,17716.0
2024-04-23,286,24271.0
2024-04-24,334,26630.0
2024-04-25,305,24056.4
2024-04-26,296,22955.0
2024-04-27,265,21244.0
2024-04-28,337,28767.0
2024-04-29,230,18664.0
2024-04-30,266,22346.0
2024-05-01,282,23460.0
2024-05-02,277,21789.0
2024-05-03,222,17703.0
2024-05-04,,
2024-05-05,180,15854.0
2024-05-06,221,18274.0
2024-05-07,337,26690.0
2024-05-08,298,24588.0
2024-05-09,268,21444.0
2024-05-10,261,20650.0
2024-05-11,331,28872.0
2024-05-12,373,32508.0
2024-05-13,207,17270.0
2024-05-14,277,22486.0
2024-05-15,313,24685.0
2024-05-16,207,15448.5
2024-05-17,298,24270.0
2024-05-18,333,29051.0
2024-05-19,432,38167.0
2024-05-20,198,16872.0
2024-05-21,287,22294.0
2024-05-22,353,27762.0
2024-05-23,220,17365.0
2024-05-24,281,21909.0
2024-05-25,297,25610.0
2024-05-26,302,26689.0
2024-05-27,236,19217.0
2024-05-28,313,25370.0
2024-05-29,309,24010.0
2024-05-30,281,22039.0
2024-05-31,280,21882.0
2024-06-01,445,39342.0
2024-06-02,389,33656.0
2024-06-03,188,15846.0
2024-06-04,274,21433.0
2024-06-05,286,22469.0
2024-06-06,261,21362.0
2024-06-07,226,17509.0
2024-06-08,274,24656.0
2024-06-09,360,32906.0
2024-06-10,228,18411.0
2024-06-11,302,25321.0
2024-06-12,136,9663.0
2024-06-13,,
2024-06-14,,
2024-06-15,,
2024-06-16,,
2024-06-17,250,22433.0
2024-06-18,288,25234.0
2024-06-19,290,24078.0
2024-06-20,183,14761.0
2024-06-21,271,22248.0
2024-06-22,300,27733.0
2024-06-23,336,30639.0
2024-06-24,146,11519.0
2024-06-25,255,21671.0
2024-06-26,287,26469.0
2024-06-27,268,22735.0
2024-06-28,235,19319.0
2024-06-29,219,18422.0
2024-06-30,260,22891.0
2024-07-01,188,17325.0
2024-07-02,211,16504.0
2024-07-03,225,18712.0
2024-07-04,200,15785.0
2024-07-05,160,13348.0
2024-07-06,176,16637.0
2024-07-07,240,21783.0
2024-07-08,2,160.0
2024-07-09,,
2024-07-10,20,1520.0
2024-07-11,,
2024-07-12,,
2024-07-13,,
2024-07-14,,
2024-07-15,,
2024-07-16,,
2024-07-17,,
2024-07-18,,
2024-07-19,,
2024-07-20,,
2024-07-21,,
2024-07-22,,
2024-07-23,,
2024-07-24,,
2024-07-25,,
2024-07-26,,
2024-07-27,,
2024-07-28,,
2024-07-29,142,12228.0
2024-07-30,180,15094.0
2024-07-31,158,13528.0
2024-08-01,177,14597.0
2024-08-02,194,16332.0
2024-08-03,168,14672.0
2024-08-04,277,23741.0
2024-08-05,148,11476.0
2024-08-06,219,19244.0
2024-08-07,196,16232.0
2024-08-08,196,15464.0
2024-08-09,141,11414.0
2024-08-10,198,17827.0
2024-08-11,210,18322.0
2024-08-12,149,13429.0
2024-08-13,207,16906.0
2024-08-14,238,21797.0
2024-08-15,184,15431.0
2024-08-16,179,15703.0
2024-08-17,215,18300.0
2024-08-18,289,25185.0
2024-08-19,146,12326.0
2024-08-20,198,15864.0
2024-08-21,187,15396.0
2024-08-22,166,13800.0
2024-08-23,184,15624.0
2024-08-24,215,19797.0
2024-08-25,233,20301.0
2024-08-26,146,11068.0
2024-08-27,203,16332.0
2024-08-28,211,15964.0
2024-08-29,193,16536.0
2024-08-30,176,14594.0
2024-08-31,212,18314.0
2024-09-01,241,20990.0
2024-09-02,149,12813.0
2024-09-03,228,17189.0
2024-09-04,292,22372.0
2024-09-05,206,17053.0
2024-09-06,208,16135.0
2024-09-07,209,18227.0
2024-09-08,264,22135.0
2024-09-09,159,11795.0
2024-09-10,240,19095.0
2024-09-11,283,23086.0
2024-09-12,228,16911.0
2024-09-13,306,24985.0
2024-09-14,328,27826.0
2024-09-15,364,29919.0
2024-09-16,206,16888.0
2024-09-17,193,14728.0
2024-09-18,259,21259.0
2024-09-19,204,15522.0
2024-09-20,232,19320.0
2024-09-21,198,16449.0
2024-09-22,266,21659.0
2024-09-23,195,14776.0
2024-09-24,234,18604.0
2024-09-25,201,15705.0
2024-09-26,242,18963.0
2024-09-27,227,18544.0
2024-09-28,262,21879.0
2024-09-29,338,29485.0
2024-09-30,166,13279.0
2024-10-01,257,21013.0
2024-10-02,285,22620.0
2024-10-03,229,18276.0
2024-10-04,271,22492.0
2024-10-05,307,26067.0
2024-10-06,349,29763.0
2024-10-07,187,14467.0
2024-10-08,226,18120.0
2024-10-09,276,21249.0
2024-10-10,254,20503.0
2024-10-11,287,23326.0
2024-10-12,259,21169.0
2024-10-13,372,31253.0
2024-10-14,188,14016.0
2024-10-15,238,18689.0
2024-10-16,277,21886.0
2024-10-17,268,20617.0
2024-10-18,283,23341.0
2024-10-19,277,22789.0
2024-10-20,350,29065.0
2024-10-21,210,16795.0
2024-10-22,313,25449.0
2024-10-23,282,22368.0
2024-10-24,290,23191.0
2024-10-25,248,19384.0
2024-10-26,286,23351.0
2024-10-27,388,33222.0
2024-10-28,188,15042.0
2024-10-29,315,25547.0
2024-10-30,356,28710.0
2024-10-31,306,23518.0
2024-11-01,294,23317.0
2024-11-02,354,29240.0
2024-11-03,401,33160.0
2024-11-04,215,16557.0
2024-11-05,281,22074.0
2024-11-06,289,22048.0
2024-11-07,299,23622.0
2024-11-08,364,27169.0
2024-11-09,287,23207.0
2024-11-10,346,28707.0
2024-11-11,240,18866.0
2024-11-12,294,23417.0
2024-11-13,302,24471.0
2024-11-14,299,23223.0
2024-11-15,329,26507.0
2024-11-16,386,32697.0
2024-11-17,456,38087.0
2024-11-18,264,20795.0
2024-11-19,335,26259.0
2024-11-20,346,28515.0
2024-11-21,335,28097.0
2024-11-22,322,26849.0
2024-11-23,313,27026.0
2024-11-24,433,36035.0
2024-11-25,249,20072.0
2024-11-26,349,28402.0
2024-11-27,318,25704.0
2024-11-28,307,25425.0
2024-11-29,335,26186.0
2024-11-30,1,1.0
2024-12-01,,
2024-12-02,225,17863.0
2024-12-03,313,24170.0
2024-12-04,327,25443.0
2024-12-05,258,20585.0
2024-12-06,273,20076.0
2024-12-07,333,27018.0
2024-12-08,432,35470.0
