Datum,Celkový počet,Tržba
2023-11-23,36,1920.0
2023-11-24,32,1492.0
2023-11-25,38,2176.0
2023-11-26,27,1185.0
2023-11-27,37,1960.0
2023-11-28,49,2465.0
2023-11-29,40,2102.0
2023-11-30,42,1640.0
2023-12-01,34,2140.0
2023-12-02,37,2200.0
2023-12-03,35,1690.0
2023-12-04,29,1770.0
2023-12-05,54,2746.0
2023-12-06,46,2460.0
2023-12-07,32,1290.0
2023-12-08,38,1295.0
2023-12-09,37,1730.0
2023-12-10,32,1645.0
2023-12-11,33,1650.0
2023-12-12,38,2100.0
2023-12-13,31,1340.0
2023-12-14,32,1605.0
2023-12-15,24,1040.0
2023-12-16,17,990.0
2023-12-17,39,1875.0
2023-12-18,37,2170.0
2023-12-19,43,2426.0
2023-12-20,45,2570.0
2023-12-21,30,1740.0
2023-12-22,40,2145.0
2023-12-23,32,1255.0
2023-12-24,,
2023-12-25,26,1645.0
2023-12-26,35,1915.0
2023-12-27,39,1845.0
2023-12-28,48,2972.0
2023-12-29,49,2281.0
2023-12-30,37,1935.0
2023-12-31,26,965.0
