Datum,Celkový počet,Tržba
2023-08-22,6,320.0
2023-08-23,7,450.0
2023-08-24,5,493.0
2023-08-25,7,404.0
2023-08-26,3,360.0
2023-08-27,21,2088.0
2023-08-28,21,2130.0
2023-08-29,27,2164.0
2023-08-30,8,570.0
2023-08-31,14,1420.0
2023-09-01,18,1405.0
2023-09-02,11,1375.0
2023-09-03,23,2188.0
2023-09-04,13,1083.0
2023-09-05,15,1373.0
2023-09-06,8,539.0
2023-09-07,8,806.0
2023-09-08,7,294.0
2023-09-09,6,440.0
2023-09-10,7,230.0
2023-09-11,7,423.0
2023-09-12,13,1183.0
2023-09-13,18,1609.0
2023-09-14,11,977.0
2023-09-15,13,1090.0
2023-09-16,10,1222.0
2023-09-17,16,1375.0
2023-09-18,15,1522.0
2023-09-19,25,1970.0
2023-09-20,11,884.0
2023-09-21,16,1812.0
2023-09-22,33,3000.0
2023-09-23,13,1539.0
2023-09-24,15,1359.0
2023-09-25,11,1188.0
2023-09-26,22,2140.0
2023-09-27,12,1037.0
2023-09-28,8,1040.0
2023-09-29,13,1117.0
2023-09-30,16,2110.0
2023-10-01,23,1982.0
2023-10-02,13,1088.0
2023-10-03,15,1816.0
2023-10-04,21,1663.0
2023-10-05,16,1539.0
2023-10-06,18,1604.0
2023-10-07,21,2345.0
2023-10-08,36,3673.0
2023-10-09,30,2248.0
2023-10-10,20,1528.0
2023-10-11,13,1329.0
2023-10-12,28,2750.0
2023-10-13,16,1513.0
2023-10-14,22,2589.0
2023-10-15,33,2836.0
2023-10-16,30,2855.0
2023-10-17,31,3052.0
2023-10-18,24,2003.0
2023-10-19,28,2797.0
2023-10-20,32,3403.0
2023-10-21,19,2251.0
2023-10-22,28,2945.0
2023-10-23,23,2195.0
2023-10-24,26,2097.0
2023-10-25,27,2830.0
2023-10-26,18,2154.0
2023-10-27,38,3183.0
2023-10-28,22,2542.0
2023-10-29,34,3645.0
2023-10-30,39,3073.0
2023-10-31,21,2296.0
2023-11-01,19,1848.0
2023-11-02,33,3537.0
2023-11-03,41,3522.0
2023-11-04,25,2837.0
2023-11-05,37,3352.0
2023-11-06,21,2196.0
2023-11-07,30,2620.0
2023-11-08,20,2067.0
2023-11-09,34,3863.0
2023-11-10,39,3721.0
2023-11-11,32,3551.0
2023-11-12,31,3019.0
2023-11-13,26,1996.0
2023-11-14,29,2830.0
2023-11-15,31,3146.0
2023-11-16,35,3951.0
2023-11-17,28,2468.0
2023-11-18,29,3357.0
2023-11-19,36,3401.0
2023-11-20,25,2575.0
2023-11-21,23,2402.0
2023-11-22,30,2904.0
2023-11-23,36,3621.0
2023-11-24,36,3322.0
2023-11-25,21,2055.0
2023-11-26,30,2892.0
2023-11-27,23,2220.0
2023-11-28,33,3053.0
2023-11-29,29,2764.0
2023-11-30,27,3193.0
2023-12-01,41,3698.0
2023-12-02,40,4483.0
2023-12-03,64,6113.0
2023-12-04,34,2527.0
2023-12-05,33,3355.0
2023-12-06,26,2331.0
2023-12-07,32,3416.0
2023-12-08,27,2348.0
2023-12-09,34,3750.0
2023-12-10,54,5307.0
2023-12-11,32,2913.0
2023-12-12,26,2475.0
2023-12-13,25,2302.0
2023-12-14,27,2376.0
2023-12-15,34,3068.0
2023-12-16,31,3102.0
2023-12-17,35,3711.0
2023-12-18,33,3121.0
2023-12-19,33,2464.0
2023-12-20,26,2469.0
2023-12-21,22,2146.0
2023-12-22,31,2501.0
2023-12-23,20,2072.0
2023-12-24,,
2023-12-25,10,607.0
2023-12-26,30,2630.0
2023-12-27,23,2178.0
2023-12-28,44,4528.0
2023-12-29,38,3664.0
2023-12-30,30,3201.0
2023-12-31,29,2305.0
